,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42731,33388580,Luxury private room Kensington and Chelsea London,225006478,Anna,,Kensington and Chelsea,51.49477,-0.19748,Private room,120,1,0,,,3,100,0,
29496,22992421,MODERN PARADISE WITH VIEWS,34492060,Jessica,,Hackney,51.54327,-0.07423,Entire home/apt,120,3,14,9/6/2021,0.33,1,84,3,
67844,51015433,"Notting Hill 2 bed-2 bath flat, 2min to Portobello",45155675,Ellie,,Kensington and Chelsea,51.51961,-0.20685,Entire home/apt,120,5,1,8/31/2021,1.0,8,67,1,
42558,33239653,2 bedroom maisonette with patio. Central London,21048793,Tom,,Hackney,51.53222,-0.07955,Entire home/apt,120,30,34,2/20/2020,1.49,2,0,0,
27987,22014733,Kensington large 2 bedroom apartment,34865638,Federico,,Kensington and Chelsea,51.49322,-0.18958,Entire home/apt,120,1,0,,,1,0,0,
27985,22013074,Stunning Notting Hill Flat,132059835,David,,Kensington and Chelsea,51.51859,-0.20284,Entire home/apt,120,2,21,6/24/2018,0.47,6,272,0,
42503,33188393,Spectacular flat just next to Portobello Road,60726162,Alexander,,Kensington and Chelsea,51.51961,-0.21107,Entire home/apt,120,3,9,7/12/2019,0.32,4,0,0,
9015,8713185,Cosy flat- Best area Notting Hill,45733027,Elsa,,Kensington and Chelsea,51.51266,-0.19726,Entire home/apt,120,1,0,,,1,0,0,
5839,6308224,RUSTIC FLAT WITH A ROOF TERRACE,32815560,Phoebe,,Kensington and Chelsea,51.52408,-0.21299,Entire home/apt,120,1,9,1/31/2016,0.12,1,0,0,
35462,27476238,Trendy and spacious pad with huge garden deck!,3465178,Søren,,Hackney,51.56233,-0.06751,Entire home/apt,120,20,7,12/27/2020,0.19,1,39,1,
8884,8581487,Sloane Square Pod,4884375,Gilles,,Kensington and Chelsea,51.49001,-0.16106,Entire home/apt,120,1,1,10/14/2015,0.01,1,0,0,
27934,21987696,"Gorgeous 3 bed house in Stoke Newington, London",15761174,Katrina,,Hackney,51.56629,-0.07428,Entire home/apt,120,2,6,7/30/2018,0.16,1,0,0,
22146,18945498,One bed flat near shoreditch/hoxton,80323304,Sienna,,Hackney,51.53315,-0.08459,Entire home/apt,120,1,0,,,2,0,0,
68268,51164456,HR2 - Stunning 1 bed garden flat in Holland Park,43181771,Pembridge,,Kensington and Chelsea,51.49728,-0.20831,Entire home/apt,120,5,0,,,21,292,0,
37261,28928015,Cosy period apartment in the heart of Shoreditch,96338912,Ken,,Hackney,51.52857,-0.08534,Entire home/apt,120,3,5,3/18/2019,0.14,1,39,0,
35480,27490560,"Charming South Kensington Flat, GREAT location!",54884621,Natalie,,Kensington and Chelsea,51.49093,-0.18155,Entire home/apt,120,7,5,6/27/2019,0.15,1,0,0,
22186,18982085,Unique 2 bed flat with idyllic beautiful garden,26175819,Suha,,Hackney,51.54201,-0.04443,Entire home/apt,120,4,4,8/20/2017,0.08,1,0,0,
40351,31402443,Norland Square w11,235205877,Nancy,,Kensington and Chelsea,51.50699,-0.21107,Entire home/apt,120,2,2,2/3/2019,0.06,1,0,0,
35723,27609175,East london-dalston and broadway market,152490799,Muzaffer,,Hackney,51.54074,-0.06402,Private room,120,1,1,8/26/2018,0.03,1,179,0,
45852,35833120,"Lovely two bedroom home-HACKNEY, EAST LONDON",269538771,Jane,,Hackney,51.54266,-0.05153,Entire home/apt,120,2,3,8/13/2019,0.11,1,0,0,
32691,25248679,Best and safest location in the heart of Chelsea,141401710,Lia,,Kensington and Chelsea,51.48161,-0.18664,Entire home/apt,120,4,17,8/20/2021,0.49,1,73,3,
67382,50805120,Lovely HACKNEY Apartment,150949942,Sola,,Hackney,51.54896,-0.06233,Entire home/apt,120,5,0,,,2,345,0,
15242,13888902,Charming Victorian house in Stoke Newington,82249375,Anna,,Hackney,51.56014,-0.07419,Entire home/apt,120,3,3,4/16/2017,0.05,1,0,0,
15089,13809988,"Bright, spacious Victorian House",2174135,Alice,,Hackney,51.5549,-0.04126,Entire home/apt,120,3,40,6/8/2019,0.64,1,186,0,
31610,24438396,Wonderful Sunny 2 Bed Garden Flat West Kensington,154219363,Lara,,Kensington and Chelsea,51.50205,-0.21385,Entire home/apt,120,4,13,10/29/2019,0.49,1,0,0,
52503,40282342,Cosy flat close to central London fab rooftop view,119295053,Alex,,Hackney,51.56137,-0.0818,Entire home/apt,120,3,22,7/19/2021,1.09,1,68,10,
52512,40286414,Designer loft apartment in Hackney,3328651,David,,Hackney,51.54406,-0.04304,Entire home/apt,120,5,0,,,2,0,0,
14925,13724152,"2 Bed, Stoke Newington, Sleeps 4",6254874,Nicholas,,Hackney,51.56522,-0.08737,Entire home/apt,120,3,72,12/3/2019,1.2,1,152,2,
52645,40358771,"Green, Luxury Artist Apartment in <3 of Hackney",6509100,Nicole,,Hackney,51.55914,-0.05873,Entire home/apt,120,60,1,1/4/2020,0.05,1,0,0,
14640,13582733,Great location High Street Kensington,78160105,Margrit,,Kensington and Chelsea,51.49889,-0.19759,Entire home/apt,120,3,52,9/18/2019,0.88,1,310,0,
14522,13519560,Bright Family Home • Hip Homerton • Hackney,242334,Marco,,Hackney,51.5501,-0.03973,Entire home/apt,120,4,20,9/3/2018,0.34,1,0,0,
52889,40479829,Modern 2 bed flat parking voucher available,9046786,Clemence,,Hackney,51.56203,-0.07398,Entire home/apt,120,1,5,3/17/2020,0.25,7,0,0,
14412,13444567,Jungle chic in vibrant Hackney,2340281,Edward,,Hackney,51.55123,-0.05285,Entire home/apt,120,2,6,8/5/2016,0.1,1,0,0,
53129,40611531,"Beautiful 1 Bed Flat, Hackney - MONTHLY DISCOUNT",8637005,Lauren,,Hackney,51.54434,-0.05645,Entire home/apt,120,7,1,1/2/2020,0.05,1,0,0,
14162,13293642,Spacious and light  central Kensington flat.,74441086,Tim,,Kensington and Chelsea,51.49724,-0.19032,Entire home/apt,120,3,0,,,1,0,0,
31591,24415991,New Stylish 2 Bedroom Flat with Balcony Shoreditch,28820321,Veronica,,Hackney,51.53075,-0.08509,Entire home/apt,120,2,31,2/22/2020,0.81,248,0,0,
14040,13218121,Large one bedroom flat with open plan kitchen,15412619,Flora,,Kensington and Chelsea,51.48775,-0.19227,Entire home/apt,120,4,2,9/26/2016,0.03,1,0,0,
13816,13087245,"Spacious, Stylish Shoreditch flat",69236633,Louise,,Hackney,51.52959,-0.08148,Entire home/apt,120,6,0,,,1,0,0,
13800,13074377,Chelsea Stylish and Exclusive Atmosphere,2036946,Francesco,,Kensington and Chelsea,51.48267,-0.18671,Entire home/apt,120,60,4,11/20/2016,0.08,15,0,0,
31434,24287268,Cosy place and comfy beds for quiet stays,67920842,Sue,,Hackney,51.57223,-0.09031,Entire home/apt,120,3,15,3/29/2019,0.4,2,0,0,
3289,3503832,The coziest pad in Notting Hill!,3634812,Fer,,Kensington and Chelsea,51.51286,-0.19997,Entire home/apt,120,3,58,9/26/2017,0.78,1,0,0,
13422,12797539,"Chelsea,studio flat ,near Kings Rd.",2159317,Susana,,Kensington and Chelsea,51.49377,-0.16511,Entire home/apt,120,6,3,8/5/2017,0.05,1,0,0,
65147,49765982,2 BED 2 BATH Spacious G. floor flt & high ceilings,335321530,St George,,Kensington and Chelsea,51.4944,-0.19113,Entire home/apt,120,3,2,9/4/2021,0.54,6,359,2,
15381,13947298,3-Bedroom family house in Earls Court,19400724,Vianney,,Kensington and Chelsea,51.49373,-0.19352,Entire home/apt,120,4,10,7/30/2019,0.18,1,0,0,
13258,12602349,Charming selfcontained Chelsea home,8144025,Frances,,Kensington and Chelsea,51.47939,-0.18263,Entire home/apt,120,2,8,7/2/2016,0.13,1,0,0,
52089,40046781,THE ULTIMATE CHELSEA GEM,235021417,Kc,,Kensington and Chelsea,51.48957,-0.16739,Entire home/apt,120,7,1,12/17/2019,0.05,3,351,0,
15630,14082509,Beautiful open-plan house,1583252,Gillian,,Hackney,51.56035,-0.07179,Entire home/apt,120,5,14,1/2/2019,0.23,1,80,2,
31662,24484746,Luxury flat in Notting Hill,87756018,Aleksandre,,Kensington and Chelsea,51.51227,-0.20161,Entire home/apt,120,2,2,7/31/2018,0.05,2,0,0,
17146,15357594,"Beautiful flat in London Fields, Hackney",685865,Gabby,,Hackney,51.54067,-0.06437,Entire home/apt,120,2,3,9/5/2018,0.1,1,0,0,
16866,15142942,East London Flat : Broadway Market,29553197,Elle,,Hackney,51.53592,-0.06227,Entire home/apt,120,2,28,3/19/2020,0.68,2,199,6,
50893,39262989,Designer modern flat in Dalston,79981909,Marina,,Hackney,51.54296,-0.0755,Entire home/apt,120,3,2,1/2/2020,0.09,1,0,0,
16671,14956837,"Loft style, Top Floor Flat in Notting Hill",94157585,Chester,,Kensington and Chelsea,51.51127,-0.2182,Entire home/apt,120,3,0,,,1,0,0,
29906,23280508,Light and open 2 bedroom flat by Gloucester Road,973599,Lucinda,,Kensington and Chelsea,51.49333,-0.18674,Entire home/apt,120,5,12,7/13/2018,0.28,2,0,0,
3104,3326389,Comfortable Clapton Family Home,16795316,Sophie,,Hackney,51.5642,-0.05678,Entire home/apt,120,4,15,8/27/2019,0.2,1,0,0,
51257,39515731,"*discounted* 3 Bedroom house, 5 beds, low price",101595215,Owen,,Hackney,51.56,-0.0563,Entire home/apt,120,2,3,3/4/2020,0.14,7,174,0,
66023,50209055,"Sunny, spacious house E5",179801844,Rebecca,,Hackney,51.55952,-0.05185,Entire home/apt,120,2,7,8/30/2021,2.73,1,14,7,
7004,7178828,"Lovely, sunny, cosy flat in Hackney",20362303,Amelia,,Hackney,51.5552,-0.04522,Entire home/apt,120,6,0,,,1,0,0,
30948,23911050,"Sunny, chic and trendy! Portobello Road 2Broom Apt",114117822,Jorge,,Kensington and Chelsea,51.51532,-0.20553,Entire home/apt,120,3,13,6/22/2019,0.32,1,0,0,
16413,14674947,Magical London 2Bed Mews House,23234040,Home Host,,Kensington and Chelsea,51.50042,-0.21107,Entire home/apt,120,2,48,11/10/2019,0.78,50,0,4,
51284,39526743,Gorgeous Pad in Heart of London,281687291,Amy,,Kensington and Chelsea,51.48802,-0.19013,Entire home/apt,120,2,1,12/22/2019,0.05,2,0,0,
16253,14544692,Gorgeous 2 bedroom flat in trendy Stokey,21093,Yonatan,,Hackney,51.55301,-0.07804,Entire home/apt,120,7,15,1/13/2020,0.3,1,163,1,
16228,14526770,Bright and Quiet Place in Hackney Central,78816523,Alex,,Hackney,51.55331,-0.05611,Entire home/apt,120,4,2,7/31/2017,0.04,1,0,0,
1047,633856,Stylish Spacious Warehouse Conversion Dalston Mews,3080977,Tal & Des,,Hackney,51.546,-0.06997,Entire home/apt,120,14,11,8/6/2017,0.1,1,1,0,
16120,14436306,Large flat in Fantastic location w/ free parking,14541249,Charles & Emma,,Hackney,51.53267,-0.07114,Entire home/apt,120,2,11,3/29/2017,0.19,2,0,0,
65880,50164916,NICE 2 BEDROOM 1 BATHROOM FLAT IN  KENSINGTON SW5,403449605,Dania,,Kensington and Chelsea,51.49427,-0.19182,Entire home/apt,120,4,0,,,5,0,0,
65740,50100326,"Grade 2 Listed London Almshouse Cottage, Hackney",7248646,Rosie,,Hackney,51.55525,-0.05511,Entire home/apt,120,3,7,8/27/2021,2.39,1,19,7,
51771,39833775,"Spacious, quiet home w garden in trendy Dalston",12063257,Marie-Charlotte,,Hackney,51.55387,-0.07715,Entire home/apt,120,7,5,8/3/2020,0.24,2,0,1,
60970,46217170,Sunny and quiet flat great to work from Home,23041516,Roxi,,Kensington and Chelsea,51.4996,-0.1872,Entire home/apt,120,10,0,,,2,180,0,
31634,24460802,New Stylish 1 Bed Studio Apartment in Kensington,166404314,Janine,,Kensington and Chelsea,51.4938,-0.19366,Entire home/apt,120,2,12,1/12/2020,0.35,11,345,0,
13162,12506744,Double Room South Kensington (SW7),67713366,Carles,,Kensington and Chelsea,51.49499,-0.18588,Private room,120,4,0,,,1,362,0,
64986,49678644,Luxury flat just off the Kings Road in Chelsea,33300912,Anna,,Kensington and Chelsea,51.48846,-0.16607,Entire home/apt,120,2,6,9/6/2021,1.73,1,81,6,
54472,41547115,Modern Studio Apartment in South Kensington,240994480,Keyhost,,Kensington and Chelsea,51.49497,-0.19243,Entire home/apt,120,5,0,,,18,0,0,
3644,3858640,Serviced Short Stay Room,20527802,Steven,,Kensington and Chelsea,51.50351,-0.21371,Private room,120,1,0,,,1,365,0,
10696,9967708,Studio apartment in Dalston.,13693651,Emily,,Hackney,51.55059,-0.06906,Entire home/apt,120,4,39,5/3/2019,0.95,1,75,0,
10680,9964329,Garden Flat. Great for Transport & Sightseeing,36232723,Christopher,,Kensington and Chelsea,51.51342,-0.21624,Entire home/apt,120,3,15,6/24/2019,0.56,4,238,1,
58456,44399104,"NOX HOTELS | Kensington, Double Apartment",175458210,Nox Hotels |,,Kensington and Chelsea,51.49924,-0.20916,Private room,120,1,12,2/21/2021,0.89,12,350,5,
58657,44529433,Amazing 2bed/2bath top floor with rooftop terrace,348556006,Canguro Properties,,Kensington and Chelsea,51.49181,-0.20001,Entire home/apt,120,61,0,,,17,318,0,
58753,44585797,"NOX HOTELS | Kensington, Double Apartment",175458210,Nox Hotels |,,Kensington and Chelsea,51.49924,-0.20916,Private room,120,1,32,7/4/2021,2.4,12,350,22,
58849,44654761,Beautifully Furnished 2 Bed Flat in prime location,180637113,Warren,,Hackney,51.55318,-0.04703,Entire home/apt,120,3,2,12/16/2020,0.43,1,66,2,
10502,9854077,Chic 2 Bed Apartment,11298831,Annabel,,Hackney,51.54294,-0.05823,Entire home/apt,120,1,0,,,1,0,0,
10431,9815591,Gorgeous Stokey apartment,5604734,Lili,,Hackney,51.56322,-0.08197,Private room,120,1,0,,,1,0,0,
10428,9809582,Home full of character in Hackney,7362182,Celia,,Hackney,51.56153,-0.06333,Entire home/apt,120,5,0,,,1,0,0,
10384,9786771,Huge townhouse in trendy Hackney,12310224,George,,Hackney,51.55605,-0.04541,Entire home/apt,120,3,0,,,1,0,0,
3687,3903391,Neat 1 Bed in stunning location.,5249066,Ryan,,Hackney,51.56384,-0.08051,Entire home/apt,120,2,0,,,1,0,0,
30282,23496948,Lovely furnished apartment in Portobello Road,56562945,Mathias,,Kensington and Chelsea,51.51468,-0.20304,Entire home/apt,120,3,0,,,1,0,0,
59143,45053456,Amazing 2 Bed Apartment Near Mark Street Gardens,129230780,STK Homes,,Hackney,51.52234,-0.07642,Entire home/apt,120,1,7,3/13/2021,0.6,123,327,7,
10183,9669379,1 Bedroom Apartment,30040024,Karya,,Kensington and Chelsea,51.50551,-0.20626,Entire home/apt,120,1,0,,,1,365,0,
59416,45238475,Large Victorian Terrace Home in London,365462328,John,,Hackney,51.54762,-0.03768,Entire home/apt,120,4,0,,,1,0,0,
503,418857,Double room for the Olympics £700pw,1952761,Lucy,,Hackney,51.55715,-0.06981,Private room,120,1,0,,,1,365,0,
3732,3964004,"Victorian house, Hackney - London",20545308,Claire,,Hackney,51.55306,-0.03794,Entire home/apt,120,3,8,8/25/2018,0.1,1,0,0,
9816,9410577,2 bed spacious flat East London,10730601,Oliver,,Hackney,51.56052,-0.04502,Entire home/apt,120,1,0,,,2,0,0,
8467,8199647,Modern Clean Mews Flat,43246168,Enrico,,Kensington and Chelsea,51.4929,-0.15615,Entire home/apt,120,2,0,,,1,0,0,
62803,48293300,Urban Stay - Studio Notting Hill/Portobello Market,17911918,James,,Kensington and Chelsea,51.51568,-0.20895,Entire home/apt,120,7,18,8/27/2021,18.0,12,169,18,
10741,9996526,Gorgeous loft Shoreditch/Haggerston,3200361,Lucas,,Hackney,51.53675,-0.0774,Entire home/apt,120,3,13,9/14/2019,0.63,1,333,0,
10917,10191214,Flat in Earls court,307709,Jihad,,Kensington and Chelsea,51.4888,-0.19514,Private room,120,1,0,,,1,0,0,
11199,10605155,Penthouse in Shoreditch/Hoxton,10689629,Jonathan,,Hackney,51.5309,-0.07329,Entire home/apt,120,7,2,6/15/2019,0.03,1,352,0,
11269,10679939,Newly renovated flat with balcony,55167357,Alex,,Hackney,51.55946,-0.06713,Entire home/apt,120,1,0,,,1,0,0,
7446,7495796,Sunny quiet London Hackney garden flat 2 bed,704132,Hannah,,Hackney,51.53968,-0.05228,Entire home/apt,120,3,53,2/21/2020,0.72,2,0,6,
3370,3568412,London Victorian House,11660343,Aurore,,Hackney,51.55719,-0.0471,Entire home/apt,120,5,15,8/1/2021,0.3,1,0,1,
3395,3588066,Lovely 4 bedroom East London home,18077474,Sally,,Hackney,51.55122,-0.03475,Entire home/apt,120,4,12,12/27/2019,0.16,1,337,0,
54724,41762380,Beautiful cottage feel london house,10777050,Alice,,Hackney,51.55566,-0.06753,Entire home/apt,120,7,0,,,1,8,0,
12678,12052223,Double room with ensuite bathroom,25685236,Jean,,Kensington and Chelsea,51.49823,-0.16816,Private room,120,1,0,,,1,0,0,
54896,41869671,Newly refurbished flat in heart of Dalston sleep 4,331092326,Sophie And Aminul,,Hackney,51.54786,-0.07647,Entire home/apt,120,7,3,12/29/2020,0.16,1,0,2,
12159,11564346,luminouse two double bed. flat,61084291,Angelo,,Hackney,51.55287,-0.05386,Entire home/apt,120,1,0,,,1,0,0,
55901,42467186,"Large 2-bedroom house in trendy Dalson, near tube",20384158,Courtney,,Hackney,51.54514,-0.07258,Entire home/apt,120,3,1,8/8/2020,0.08,2,0,0,
56158,42621308,"Studio in Sloane Avenue, Chelsea London",339527425,Veronica,,Kensington and Chelsea,51.49358,-0.1685,Entire home/apt,120,7,0,,,1,42,0,
64568,49443126,Entire home on Victoria Park,11066850,Simeon,,Hackney,51.54535,-0.03405,Entire home/apt,120,3,5,9/3/2021,1.53,2,161,5,
29856,23247072,Beautiful 2 bedroom Dalston flat w/ sunny garden,6348479,Adam,,Hackney,51.54833,-0.06805,Entire home/apt,120,4,6,10/10/2018,0.15,1,0,0,
56288,42690519,Bright and spacious flat in the heart of Dalston,106913,Florence,,Hackney,51.54559,-0.07153,Entire home/apt,120,3,0,,,1,0,0,
60754,46064879,Modern Luxury Chelsea Apt - Kings Road - 2 Bedroom,373364713,Eva,,Kensington and Chelsea,51.48165,-0.18052,Entire home/apt,120,7,0,,,1,134,0,
31304,24192529,"Light, Peaceful Flat Overlooking the Canal",319380,Ira,,Hackney,51.53822,-0.07724,Entire home/apt,120,5,4,1/2/2019,0.12,2,0,0,
56593,42873575,"one bed flat, top floor,  Elm Park Gardens",10182917,Laura,,Kensington and Chelsea,51.48673,-0.17592,Entire home/apt,120,5,0,,,2,0,0,
31256,24147617,Charming flat in the heart of Stoke Newington,26348459,Lenara,,Hackney,51.56367,-0.07235,Entire home/apt,120,2,2,12/8/2019,0.09,1,68,0,
57045,43146309,"NOX HOTELS | Kensington, Double Apartment",175458210,Nox Hotels |,,Kensington and Chelsea,51.49928,-0.20907,Private room,120,1,17,4/5/2021,1.23,12,350,2,
11612,11027742,Spacious Chelsea Luxury Flat,40104207,Gerry,,Kensington and Chelsea,51.49186,-0.15551,Private room,120,1,0,,,1,0,0,
64125,49124510,"Luxurious, spacious apartment with WIFI & parking",396203318,Sophia,,Kensington and Chelsea,51.52453,-0.21907,Entire home/apt,120,1,0,,,1,0,0,
11438,10869839,Wonderful 2bed Flat - Notting Hill!,55641985,Maurice,,Kensington and Chelsea,51.51784,-0.20287,Entire home/apt,120,2,51,1/8/2017,0.8,1,0,0,
7791,7692651,Two bed flat in great location,21035503,Emma,,Kensington and Chelsea,51.492,-0.16385,Entire home/apt,120,1,0,,,1,0,0,
11270,10680257,Notting Hill Flat,7584576,Oliver,,Kensington and Chelsea,51.51301,-0.20816,Entire home/apt,120,1,0,,,2,74,0,
31363,24234834,Studio flat - entire place - Stoke Newington,35952183,Pedro,,Hackney,51.5553,-0.08805,Entire home/apt,120,1,13,12/28/2019,0.33,2,28,0,
50190,38819262,"Glorious, light and newly decorated.",7983475,Chris,,Hackney,51.56621,-0.09414,Entire home/apt,120,5,1,12/27/2019,0.05,1,68,0,
65607,50019147,Townhouse in Chelsea Harbour with duplex Garden,14849056,Karolina,,Kensington and Chelsea,51.47845,-0.18355,Entire home/apt,120,3,5,7/1/2021,1.85,1,0,5,
1453,1006607,"Spacious,cool apartment, Shoreditch",3863182,Sara,,Hackney,51.53173,-0.09507,Entire home/apt,120,3,35,12/30/2017,0.66,1,353,0,
6262,6626434,Bright 2 bed house with garden and parking,23372644,Mimmi,,Hackney,51.54608,-0.06631,Entire home/apt,120,3,27,8/3/2019,0.41,1,0,3,
44571,34866145,North Kensington double room newly refurbished,119632016,Melvin,,Kensington and Chelsea,51.52293,-0.20844,Private room,120,1,0,,,1,178,0,
6725,6964234,"Sleek apartment in Hackney, with a cat",458497,Catalina,,Hackney,51.54588,-0.05797,Entire home/apt,120,2,4,7/7/2015,0.18,1,0,0,
3024,3235160,Family house in Hackney,15849021,Elin,,Hackney,51.54133,-0.0483,Entire home/apt,120,3,16,1/3/2018,0.19,1,0,0,
49053,38008450,Eclectic flat in Chelsea,191995800,Vassilis,,Kensington and Chelsea,51.48684,-0.18777,Private room,120,7,0,,,1,358,0,
20297,17771404,Modern Entire Flat in the Heart of East London,1631179,Nina,,Hackney,51.54682,-0.07074,Entire home/apt,120,2,7,8/31/2021,0.15,1,334,2,
49445,38272207,"Modern 1 bed flat in centre Earls Court, Zone 1!",28820321,Veronica,,Kensington and Chelsea,51.49126,-0.1904,Entire home/apt,120,2,8,12/24/2019,0.34,248,0,0,
18049,16106519,"Lovely, spacious, plant-filled flat in Hackney",105005040,Astrid,,Hackney,51.54635,-0.04773,Entire home/apt,120,3,5,7/27/2019,0.19,1,65,0,
32053,24767242,Light open-plan flat with large balcony in Hackney,9208534,Kezia,,Hackney,51.56545,-0.04943,Entire home/apt,120,4,5,8/22/2019,0.15,1,0,0,
48161,37385122,Girly Flat Holland Road,112095540,Jenna,,Kensington and Chelsea,51.50236,-0.21501,Private room,120,7,0,,,1,270,0,
45896,35868366,Luxury maisonette apartment with big rooftop,269783721,Adrian,,Kensington and Chelsea,51.49346,-0.18658,Entire home/apt,120,30,3,8/10/2019,0.23,1,0,0,
20090,17631651,Fantastic 2BD Flat Heart of Hackney!,1111601,Toby,,Hackney,51.54603,-0.0524,Entire home/apt,120,2,39,8/3/2018,0.73,14,224,0,
18784,16612221,Charming Studio in Kensington,1483966,Philip,,Kensington and Chelsea,51.48619,-0.17478,Entire home/apt,120,2,65,11/20/2019,1.16,1,0,0,
46172,36050497,"Stylish refurbished flat, view on Victoria park",6466160,Myriam,,Hackney,51.54519,-0.03102,Entire home/apt,120,1,2,10/16/2020,0.08,2,0,1,
48837,37873693,BOHEMIAN EXPOSED BRICK LOFT FLAT IN SHOREDITCH!,1908350,Alex,,Hackney,51.52517,-0.08032,Entire home/apt,120,3,11,10/6/2019,0.53,1,0,3,
2977,3176543,Charming 1 Bed Islington Dalston De Beauvoir N1,12246937,Benedict,,Hackney,51.5451,-0.08262,Entire home/apt,120,3,71,12/29/2019,1.05,1,0,0,
2816,2890867,Bright luxury flat Old Street/Angel,2790538,Bryony,,Hackney,51.53017,-0.09477,Entire home/apt,120,3,6,1/5/2020,0.07,1,63,0,
